,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth ,Money,Other
201010,4.35,8.4,4.51,4.38,6.39,6.42,4.81,1.86,2.43,2,1.97,3.74
201011,0.05,7.28,2.78,5.59,-1.1,-0.8,-1.86,-1.31,4.18,-3.34,-0.34,2.03
201012,4.37,8.54,7.36,9.37,6.3,6.02,6.71,3.22,3.26,5.41,10.51,8.35
201101,-2.35,0.48,4.17,6.93,0.09,3.93,0.05,2.23,-0.88,-0.71,2.24,1.49
201102,4.86,-1.4,3.48,7.65,3.31,2.32,7.59,2.43,2.28,3.33,2.65,2.67
201103,3.05,1.73,2.33,1.91,0.77,-1.59,1.77,0.91,1.1,2.3,-1.49,0.3
201104,4.59,2.22,2.12,1.3,4.87,3.1,3.41,3.99,4.53,6.38,0.65,2.03
201105,1.93,-3.54,-2.96,-4.56,-0.41,-1.69,0.77,1.3,0.83,1.97,-2.5,-2.15
201106,-1.01,-1.23,-0.01,-2.49,-1.8,-2.34,-1.24,-0.34,-0.89,-1.83,-2.18,-1.84
201107,-0.43,-8.91,-5.93,0.51,-2.15,-0.33,-5.03,-0.35,-0.68,-3.65,-3.9,-3.57
201108,-0.68,-12,-7.57,-10.11,-3.14,-6.9,-5.45,0.14,-2.88,-3.1,-9.13,-5.58
201109,-4.86,-14.11,-11.8,-12.47,-9.57,-4.82,-5.94,-1.63,-3.89,-3.96,-11.02,-9.41
201110,6.45,23.2,16.22,16.45,10.08,11.88,7.72,6.68,9.78,5.53,13.43,13.16
201111,1.4,-8.01,1.83,1.66,0.56,-1.98,0.05,0.99,1.1,1.27,-2.91,-0.03
201112,1.88,-1.16,-1.73,-0.59,1.05,-1.47,3.2,2.95,0.87,3.53,1.76,0.24
201201,0.44,13.51,8.08,1.39,4.14,8.17,2.31,-2.71,4.04,3.39,7.15,6.29
201202,3.97,6.02,3.92,6.56,3.66,6.72,5,1.25,3.19,1.23,6.5,0.63
201203,3.91,0.92,0.08,-3.26,1.94,4.7,2.52,1.44,4.61,3.96,6.88,2.01
201204,0.82,-6.98,-0.94,-1.71,-0.14,-2.09,1.62,1.74,1,0.62,-2.42,-0.7
201205,-2.65,-8.15,-8.64,-10.73,-6.13,-7.88,-1.05,-0.93,-3.09,-3.29,-9.01,-4.75
201206,3.34,-5.51,0.74,5.85,2.12,2.85,7.04,3.4,2.11,6.8,4.52,5.05
201207,1.37,0.3,0.56,2.74,1.47,-0.54,4.07,3.73,1.26,1.65,-1.09,-0.87
201208,0.21,4.11,3.49,2.4,3,4.54,1.08,-3.34,2.7,0.97,4.13,1.04
201209,0.88,3.58,1.44,3.58,1.96,1.56,4.81,2.17,1.97,4.71,3.6,4.06
201210,-1.71,5.91,-0.42,-1.79,-1.08,-6.31,-2.3,1.05,-1.01,-1.89,1.95,-1.15
201211,3.26,3.11,2.92,-1.51,2.13,1.87,0.06,-3.68,1.42,1.5,-0.66,0.92
201212,-2.26,7.3,3.73,1.28,1.1,0.24,1.15,0.14,-1.09,-0.53,4.3,2.2
201301,5.1,3.54,5.64,7.67,6.75,2.46,4.96,5.08,5.57,8.07,6.31,7.82
201302,3.21,0.02,1.3,0.38,1.28,0.55,2.21,2.16,0.84,1.35,1.29,2.44
201303,5.02,4.02,3.17,2.08,1.6,2.61,5.77,5.64,4.73,6.5,4.53,3.38
201304,3.82,3.57,-0.23,-1.35,2.78,0.5,4.21,5.05,2.66,2.58,1.57,-0.14
201305,-2.29,9.9,4.55,3.01,1.3,4.38,-1.7,-6.99,2.22,1.63,7.07,4.63
201306,0.07,-0.49,-1.58,-2.37,-2.76,-2.84,2.18,0.79,-0.06,-1.36,-0.42,-2.2
201307,2.92,8.98,6.3,5.02,5.35,5.95,3.77,4.58,5.91,7.87,6.33,4.2
201308,-3.91,-1.11,-1.87,-1.88,-1.94,-0.01,-3.29,-4.41,-4.22,-3.81,-4.2,-2.84
201309,1.94,6.44,6.78,1.91,2.6,3.88,4.09,1.04,4.5,4.01,3.16,4.68
201310,4.75,0.89,4.04,4.77,5.3,3.98,5.59,3.34,5.08,3.82,3.3,4.36
201311,1.3,1.97,3.15,0.93,2.4,3.51,0.52,-1.8,3.64,4.5,6.06,2.48
201312,2.41,1.13,4.02,2.98,1.21,4.2,3.7,1.79,0.29,0.65,2.7,3.63
201401,-5.7,-3.62,-4.03,-7.04,-4.66,-1.21,-4,2.49,-6.46,1.65,-4.27,-4.53
201402,3.46,7.92,5.27,5.7,5.54,5.23,2.77,3.07,5.33,6.47,3.24,3.82
201403,3.26,-1.01,-0.09,2.44,1.18,-0.84,0.07,2.68,-0.57,-2.56,2.38,2.13
201404,1.42,0.27,0.52,5.65,1.54,-1.15,0.25,3.97,-0.94,-0.3,-3.48,1
201405,3.44,0.64,1.28,0.86,1.21,3.46,3.97,0,0.94,1.88,1.81,1.69
201406,1.17,4.38,2.26,4.16,-0.32,2.96,1.6,5.41,1.28,2.86,2.97,1
201407,-4.31,-4.63,-4.81,-3.6,-2.86,0.35,0.46,-6.48,-2.3,-0.34,-2.08,-2.35
201408,5.54,5.2,4.61,2.27,5.1,4.27,0.52,5.39,5.15,5.43,3.81,5.26
201409,-0.08,-9.42,-3.09,-8.01,-0.95,-1.3,-1.71,-3.4,-1.43,-0.08,-0.61,-1.56
201410,2.64,3.86,3.09,-4.44,0.93,1.28,1.41,6.69,3.03,5.76,3.87,2.53
201411,4.79,4.74,2.05,-9.87,2.57,4.24,3.04,0.29,7.46,2.66,1.93,3.92
201412,-2.36,0.58,-0.6,0.41,0.64,-1.31,-1.74,1.85,1.59,-0.88,2.06,-0.16
201501,-0.55,-4.19,-4.03,-4.37,-3.53,-3.37,-4.9,1.18,-0.3,1.56,-7.6,-3.98
201502,5.03,8.08,6.22,4.82,6.23,8.31,9.1,-4.37,5.56,4.31,7.92,5.41
201503,-2.43,-0.4,-1.55,-2.67,-2.93,-2.45,-2.21,-0.28,0.7,0.84,0.11,-2.02
201504,0.81,-0.93,-0.71,6.97,-0.46,1.39,3.4,0.3,-2.18,-1.4,0.76,0
201505,1.53,1.03,1.14,-5.08,0.66,2.02,0.81,-0.5,0.92,4.88,3.08,-0.15
201506,-1.32,-1.49,-2.02,-3.84,-1.61,-3.55,-0.51,-5.37,-0.6,0.08,1.33,-2.77
201507,4.79,-2.17,-1.97,-8.99,-2.42,2.37,1.41,2.61,4.78,3.66,1.95,2.19
201508,-4.18,-6.13,-4.85,-3.63,-7,-5.83,-8.42,-4.01,-5.34,-8.34,-6.53,-5.68
201509,-0.62,-3.23,-4.4,-5.85,-3.86,-1.43,-2.61,-0.56,-1.81,-7.29,-3.16,-2.98
201510,6.64,6.86,8.27,12.34,11.35,10.1,8.85,2.07,4.52,7.72,5.9,7.38
201511,-0.98,1.94,0.59,1.08,0.29,1.16,-1.92,-3.45,0.85,0.72,2.18,-0.2
201512,0.79,-4.03,-3.7,-9.7,-0.78,-2.52,-3.02,-2.36,0.29,0.38,-2.93,-2.19
201601,0.11,-12.53,-6.12,-4.64,-4.7,-6.05,-0.36,4.62,-4.17,-9.4,-9.61,-6.41
201602,0.58,4.09,3.82,-2.88,2.85,-0.95,1.17,1.72,0.05,-1.06,-2.83,3.99
201603,5,10.76,7.28,10.9,5.97,8.44,6.02,7.92,5.72,2.92,6.67,7.55
201604,0.3,1.46,2.56,9.11,1.74,-4.09,0.6,-0.78,-0.6,3.56,3.97,0.15
201605,0.72,-1.11,-0.7,-0.92,-0.67,5.09,0.3,2.24,0.99,2.47,2.15,-0.78
201606,4.68,-5.69,0.6,2.65,1.3,-1.89,3.12,7.37,0.84,0.14,-5.27,1.04
201607,-0.05,8.64,4.74,-2.79,2.83,7.77,2.29,-0.22,3.49,6.01,4.06,2.93
201608,-0.61,0.29,1.3,1.4,1.96,1.91,-3.55,-3.92,-1.44,-3.21,4.89,1.17
201609,-2.51,-1.64,-0.09,2.93,-0.44,2.38,0.54,1.75,-0.68,0.35,-1.41,-0.91
201610,-0.15,-3.58,-2.77,-2.92,-2.33,-1.09,-2.83,-0.61,-3.97,-7.44,1.41,-0.65
201611,-3.76,7.6,9.09,9.55,0.78,0.54,6.26,-2.84,4.45,1.38,12.83,8.97
201612,3.53,3.83,0.35,2.18,0.79,0.86,4.68,3.64,-0.42,0.85,3.83,1.55
201701,1.63,2.77,3.23,-4.32,3.81,4.71,3.4,1.09,1,2.21,0.6,1.61
201702,3.73,0.68,4.09,-2.37,4.19,5,-0.07,4.02,2.81,7.1,4.61,2.33
201703,0.89,0.05,-0.2,-1.2,0.85,2.17,0.83,0.32,0.8,-0.15,-2.23,-0.74
201704,0.51,1.72,2.7,-2.84,0.29,2.79,-0.12,0.36,2.7,1.09,0.23,0.28
201705,3.08,-0.52,1.59,-3.45,0.83,4.25,-1.92,2.58,1.61,-0.43,-0.97,0.52
201706,-0.98,3.51,1.61,-0.21,0.63,-2.14,-2.27,-1.89,-1.9,5.56,5.75,1.81
201707,-0.12,-1.11,2.27,2.11,1.94,3.83,5.3,2.99,0.06,0.53,1.93,0.67
201708,-1.71,-0.16,-0.35,-5.17,1.17,3.03,-2.56,2.21,-1.66,1.79,-1.23,0.96
201709,-0.33,5.29,5.03,11.14,2.34,0.59,-1.68,-1.96,2.5,1.5,5.15,2.99
201710,0.1,1.2,3.67,0.29,0.92,6.84,-5.74,3.1,2.69,-2.24,3.3,0.25
201711,4.1,-0.6,3.38,2.96,3.8,1.08,3.72,2.41,8,2.36,3.83,3.5
201712,2.01,-0.83,2.49,5.07,1.77,-0.22,4.59,-5.01,2.44,-0.23,0.98,2.09
201801,1.91,2.53,6.17,2.82,-0.53,7.63,3.18,-2.81,9.4,6.38,6.1,5.5
201802,-6.21,-6.02,-3.27,-10.88,-5.76,-0.01,-7.32,-4.52,-4.73,-3.9,-2.55,-4.49
201803,-1.07,-5.59,-3.17,2.99,0.59,-3.31,-2.52,3.21,-2.54,-2,-3.37,-1.48
201804,-3.96,-0.13,-3.59,10.14,-2.78,-0.12,-2.42,2.77,3.9,-0.28,1.18,-0.78
201805,-0.51,2.95,3.26,3.49,0.81,6.93,-0.93,0.21,0.85,2.43,0.4,2.57
201806,4.53,0.79,-2.16,0.56,2.19,-0.35,6.23,2.61,3.03,1.52,-0.98,-1.05
201807,2.8,-1.42,5.87,1.05,3.73,2.19,2.7,1.73,3.15,6.09,4.27,3.73
201808,-1.07,-0.52,-0.92,-2.85,1.2,7.33,2.94,0.91,8.04,4.46,2.45,2.5
201809,0.71,-3.67,2.5,3.46,-0.91,-0.28,1.75,-0.55,0.58,1.99,-1.94,-0.02
201810,-0.24,-3.21,-11.72,-12.06,-6.23,-8.79,-0.53,-0.06,-8.71,-8.84,-5.45,-8.35
201811,0.46,5.25,4.23,-2.39,5.5,-1.68,2.53,3.27,2.45,6.3,2.88,3.41
201812,-11.23,-11.4,-9.88,-13.15,-6.3,-8.08,-8.86,-4.75,-9.05,-8.41,-11.45,-9.42
201901,7.3,10.47,11.84,10.46,5.66,9.51,5.69,5.41,8.2,5.01,9.69,8.58
201902,1.42,3.91,5.67,2.46,4.45,5.58,3.32,3.62,0.85,3.05,2.96,2.5
201903,3.68,-5.22,-2.05,2,1.91,3.73,0.3,3.32,3.39,0.62,-2.32,0.42
201904,3.19,3.55,3.82,0.17,4.46,6.11,6.34,1.02,4.6,-3.05,7.07,5.69
201905,-5.54,-12.02,-9.87,-11.86,-7.75,-8.55,-3.05,-1.54,-6.1,-3.46,-5.43,-7.37
201906,4.93,12.82,9.72,8.84,5.23,7.8,5.03,3.64,7.18,7.26,6.24,7.64
201907,1.78,1.16,-0.36,-2.67,3.11,3.65,1.86,-0.88,0.91,-1.81,3,-0.61
201908,-1.28,-4.24,-2.06,-8.83,-1.41,-2.8,0.43,3.55,0.11,-0.45,-4.69,-3.87
201909,1.81,3.26,4.43,3.69,3.25,1.2,1.3,3.92,0.86,-0.54,2.58,0.89
201910,0.01,7.14,0.76,-2.05,-1.12,3.41,2.23,-1.39,0.7,4.47,3.28,2.31
201911,2.23,2.8,4.52,1.23,1.04,5.12,1.75,-2.07,2.2,5.3,5.67,3.83
201912,3.48,5.15,1.13,6.3,2.03,3.71,1.23,3.94,1.36,3.33,2.6,2.13
202001,-0.39,5.92,-2.79,-11.97,-3.61,3.27,-2.08,4.96,0.9,-1.81,-2.25,0.04
202002,-8.71,-7.34,-8.37,-15.33,-9,-6.98,-5.94,-9.87,-6.81,-5.63,-10.6,-8.48
202003,-11.43,-22.7,-19.89,-34.61,-10.77,-9.85,-13.39,-12.99,-7.68,-5.31,-20.05,-17.34
202004,8.02,25.73,9.97,32.33,13,15.2,9.64,4.92,18.03,13.1,11.71,8.88
202005,3.29,7.3,6.51,0.55,4.78,8.14,4.86,4.57,4.37,3.93,3.89,4.34
